Review,TF-IDF Prediction,Word2Vec Prediction,BERT Prediction
really great love tge tablet really easy for my daughter learning i do wish it had more storage more items for kids we do love tablet,Positive,Positive,Positive
i bought for my grandson it hasnt disappointed me at all he loves his tablet i am looking at buying his sister one next,Positive,Positive,Positive
show our new best friend we watch shows on it everyday at lunch time we end every night saying alexa turn off screen,Positive,Positive,Positive
great product absolute love it alexa fun converse with has wealth information,Positive,Positive,Positive
i purchased product because i love read buying books got costly with product i can read all i want for month,Positive,Positive,Positive
i really enjoy using tablet it runs very well,Positive,Positive,Positive
my second fire wanted larger size make ebooks easier read very pleased with size clarity tablet easy take along in tote perfect for what i wanted it for,Positive,Positive,Positive
we own ipadsamsug tablets we have both love fires wave better,Positive,Positive,Positive
i love everything about alexa if youre on fence just buy it it does everything,Positive,Positive,Positive
my second kindle fire i have been extremely pleased with them both second one much more versatile i love it,Positive,Positive,Positive
easy access book reader love watching my netflixcon slow getting on internet,Positive,Positive,Positive
purchased for my wife during christmas got great deal on it compared older version she has model faster brighter more convenient with alexa i would recommend product looking for tablet with lots features packed in it,Positive,Positive,Positive
tablet has beautiful color graphics super thin easy carry with you,Positive,Positive,Positive
echo plus fantastically easy use smarthome hub it easy setup fast responsive has ton capabilities expanding daily looks sounds great i currently use mine manage my smart things like light bulbs lamps smart switches even my robot vac it has made automating lot what i do daily breeze has simplified my life where i didnt know it needed be simplifieddefinitely worth extra money go with plus over echo dot,Positive,Positive,Positive
great price on good tablet especially on black friday,Positive,Positive,Positive
bought for my son works great great tablet for,Positive,Positive,Positive
bought for daughter in law she likes it she wanted fire,Positive,Positive,Positive
excellent for toddlers also as they grow numerous things they can do on it also nice be abke control it as parent,Positive,Positive,Positive
tablet great for reading text not good as it on my tab s in about cheaper i got it because i wanted more natural book feel reading my books tab s not doing it for me,Positive,Positive,Positive
screen really nice great for videos i would definetly recommend it,Positive,Positive,Positive
new kindle fire easy setup great for reading no issues at all when trying connect my home network i would recommend item for anyone who wants read get on internet,Positive,Positive,Positive
i love tablet its perfect size for my kid keeps him entertained during long trips we picked up free time kid proof case its perfect also,Positive,Positive,Positive
amazon echo show best all my amazon products i love handsfree able see things on screen,Positive,Positive,Positive
great looking display text sharp easy read lighting screen wonderful for reading in lower light environments little more compact than paper white model i really love page press button areas makes it so you can turn pages without adjusting your hand as long as you holding voyage with your thumb resting in button area sounds like minor thing me its big convenience,Positive,Positive,Positive
very good tablet only con you may have reboot it too often,Positive,Positive,Positive
so my month old maybe future computer wizard because she everything about my tablet however my biggest concern not so much she knows how unlock my ipad throwing it down stairs like one her toys which makes kindle fire tablet for kids best invention since tivo all pre loaded apps videos books etc nothing short amazing case also very cool hardwood floor stair case proof for under bucks perfect for tech savvy kids like mine,Positive,Positive,Positive
ive had lots tablets in past mostly from samsung line my first amazon fire so i want write review for others who have never tried one these at time written alexa had not been added tabletfirst while device runs android type operating system amazon puts its own spin on operating system i dont feel like im using android feels different me it doesnt have same level customization android users have come appreciate being said if you amazon prime member device has been tailored be your content entertainment machine its simply fun way consume your magazines books etcthere onscreen buttons on bottom device middle button immediately takes you your home screen button left acts as sort back button it also lets me get rid my keyboard when i dont need it on screen its open button right super important it took me couple days realize what it does square shaped button what you press you see what apps you have open it lets you switch between apps it also lets you see which apps you have open close them out you can close them by pressing x button in corner window appears by touching app window swiping right if you leave all those apps open you never close them youll drain your battery make sure you use little square button clear your appsthe device has several menus you swipe left view first you start with your home screen you literally can stay on screen do anything you need do on tablet all your apps housed here you swipe up view all them tablet comes with several apps preinstalled such as slik amazons own internet browser audible good reads amazon app store weather app etc you can go amazon app store download other apps such as twitter facebook etc you can combine apps on page into folders you just drag one app another app folder appears made my home screen much more manageable you can change size font on home screen from normal large small in device settings feature doesnt necessarily increase size font within your apps however i believe it only changes font on your main screensif you have magazine newspaper subscription connected your device when you have new issues it will show up at top your home page screen under heading new items device comes with free month subscription washington post youll see under new items when you initially activate your tabletyou can change wallpaper on screen use one your own photos you can do through settings menu on device if you want use one your own photos however you need either take it on device move it into amazons photos app which cloudbased appso far i havent found way effectively use different photo management app will let me change my wallpaper im not crazy about amazon photo app i found it annoying move my photos from my phone into amazons cloud just so i could view them on my tablet being said im not planning take photos on device i just wanted few pet photos on there ability change my wallpaperbeyond home screen you can swipe right view your other screen they prearranged be books videos games shop apps music audiobooks newstand all those screens connected your amazon account for example if you have kindle books youve already purchased they automatically will appear under books menu your magazines newspaper subscriptions will appear under newstand menu there doesnt seem be way change order menu pages bugs me its not end world theres also one menu left home menu its recent page it shows you what youve received looked at on tablet i never use it it might be handy for some peopleone my favorite features tablet amazons on deck capability if youre amazon prime member amazon will periodically download video your device it thinks you might like items dont count against your preinstalled memory they automatically deleted off if your memory starts getting full you can turn off on deck feature if you dont like it ive been content with video playback capability isnt my major use device images look fine audio ok ill talk more about speakers later my other favorite feature tablet viewing magazine content through newstand ive tried magazines on here they all look gorgeous now i can always have my magazines with me so if im stuck at airport at doctors office i always have them one my regular magazines includes free digital version magazine for free i just had connect my account device allows me download back issues magazine for as long as ive had account my other magazine didnt include digital edition so i canceled print edition it switched digital version it inexpensive magazine anyway there several magazines you can try free for days on device i did with third magazine decided keep it for year viewing magazines on gadget pleasurethe kindle fire doesnt come with google play store installed you can side load it device without rooting it breaking your warranty you can google find instructions do its not difficult do if youre fairly comfortable with technology it probably took me minutes most apps i wanted in amazon store there handful i had paid for through google play only way i could have them go back access store they have worked fine so far i despise keyboard amazon preinstalled on device there no lines between letters on keyboard i suppose it designed be better for swyping through keys i hate it i fixed problem by going google play downloading new keyboard it pretty easy problem solve so i cant complainapps connecting internet can be little slow load on device compared my other gadgets generally doesnt bother me if you using tablet replace your personal laptop however might drive you crazy screen on device isnt bad if i compare it my fancy phone its not as shape when you think about price device compared my smartphone screen outstandingthe speakers ok there two them located on bottom screen i wont say they fantastic they arent in my opinion they fine for watching youtube television show they not ok for listening music if you audiophile you can make it little better by downloading different music app instead relying on preinstall app still your music will sound tinny being said you can always connect your tablet bluetooth speaker use pair headphones etcthis device wasnt made for taking pictures it has front back camera they arent designed be spectacular im not using themi find device little difficult hold in my hands i think thats partly because size partly because it feels very slick also i do have some hand problems similar someone who has carpal tunnel syndrome i think it will be easier handle once my case arrives im still waiting for it im greatly enjoying device its simply fun use tablet there weaknesses come with lower price tag you legitimately get lot bang for your buck particularly if you regularly use amazon services if you dont typically use amazon you just looking for tablet for viewing internet youre looking for low price tag device may be ok for you,Positive,Positive,Positive
little sorcerers box displays magical pictures bright pretty colors,Positive,Positive,Positive
bought tablet for my mom who struggles with technology fire hd easy setup has many great features she catching on well learning new applications daily great value,Positive,Positive,Positive
no instructions on adding memory card how move things card vs on internally,Positive,Positive,Neutral
great tablet well worth price which deal on black friday,Positive,Positive,Positive
love amazon alexa products i have show echo dots tap wish tap had dropin feature tap does make sound when you have hands free enabled say alexa instead blue lights on other products great for taking outside,Positive,Positive,Positive
purchased as christmas gift for my grandson he loved it,Positive,Positive,Positive
having assistant like echo makes life so much easier,Positive,Positive,Positive
best tablet for kids year unlimited apps my favorite my kids love it,Positive,Positive,Positive
most amazing item very easy use,Positive,Positive,Positive
i purchased these fire hd tablets as gifts they pack lot punch for price i helped set them up so i able get idea how they going work screen very nice clear speed tablet good it easy use if you already in amazon family through prime it nobraineri dont believe you can get better tablet at price point,Positive,Positive,Positive
i love it i can call do video camaras hear music,Positive,Positive,Positive
originally i bought for my year olds they loved it so did i so many things do on them so much what they love i now got it as well for my year old best part it all cases come with tablets they have colors choose from so perfect for me,Positive,Positive,Positive
im amazon prime member show awsum i use it communicate with son who lives in seattle you can watch amazon pirime tvplay amazon music text play games read lyrics while song playing i love it,Positive,Positive,Positive
excellent for what you pay always good shopping at bestbuy,Positive,Positive,Positive
ive bought several kindles for my grandkids they all enjoy them we use it for library download into overdrive there so many free games kids love,Positive,Positive,Positive
granddaughter loves it these her upgrade for her birthday,Positive,Positive,Positive
i love tablet it right size i love playing movies on it,Positive,Positive,Positive
my granddaughter loves her pink tablet she four able use on her own,Positive,Positive,Positive
so many things you can use it for love working my lights,Positive,Positive,Positive
they both responsive each other it gives me convenience i dont have turn off lights all i do lay down ask alexa turn off light all my lights connected my echo plus,Positive,Positive,Positive
great overall would be nice have parental controls though,Positive,Positive,Positive
tab great for kids parents alike i recommend product others,Positive,Positive,Positive
i can see my grandchildren when i call it great machine,Positive,Positive,Positive
purchased for my grandson he loves it when setting up be sure update software,Positive,Positive,Positive
simply love it its loud love watching videos,Positive,Positive,Positive
it great just little small then what i would like it have been,Positive,Positive,Positive
easy use great cover lot options for app games my daughter loves it,Positive,Positive,Positive
love tablet it does everything i need it tomy problem i have family falls in love with it so i give mine away if wasnt good i wouldnt be on my rd onethe only thing i would change silly ads even worse browser other than solid product,Positive,Positive,Positive
i already have amazon devices echos dots i expected device be slightly different as it only amazon device i have with screen i pleasantly surprised at large number helpful features screen could bring it occasionally scrolls suggestions across screen most them have been very helpful im planning on setting another one up at my year old mothers house shell get kick out it also,Positive,Positive,Neutral
i talk myself into g i am so glad i did i have used only kindles for past years i love them i love color as well,Positive,Positive,Positive
i didnt know what i missing out on until i got echo plus,Positive,Positive,Positive
gift i gave my daughter at our family christmas party she loves it especially ease set up attached hub so she can control her lights her nest thermostat has also gone over well with grand children,Positive,Positive,Positive
i have enjoyed using fire hd it fast easy use i also appreciate all things it will do,Positive,Positive,Positive
i bought one for my boyfriend one for his son its fast easy use,Positive,Positive,Positive
has been very durable with kids easy use great product for price,Positive,Positive,Positive
tablet very easy use navigate internet,Positive,Positive,Positive
upgrade from my amazon inch bigger screen key for me its great for listening music reading books watching movies tv sports tv shows playing all games hours relaxation entertainment along with amazon s new alexa,Positive,Positive,Positive
my family love alexa so happy not having buy any cd another radio again,Positive,Positive,Positive
ultimate bluetooth speakeri have multiple amazon echos whole echo system set up in my house i love everything amazoni cant stand apple now i know how they feeli am cult member amazon lol so anywayi have been trashing devicethe tapbecause it does not have always on feature one things i like most about echo only flaw echo it not portablei tried triby i did not like itmore for little kids so on black friday amazon tap on super sale so i bought it tap smaller than i thought it wasabout rd size echowhich perfect for portabilitybut dont let size fool you sound only short bose when it comes volume sound quality important noteyou dont have have echo use devicejust alexa app on your smart phone tap does everything echo doesit amazing bluetooth speakerand its portable automatically switchesremembers different wifi areas can be used with hot spot most amazing thing about whole amazon echo system amazon keeps making enhancements partnerships weekly meaning something it would not do two weeks ago it now doessome things even better than google nowand light years ahead siri tap my new favorite deviceit perfect only flaw it not waterproofamazon if you listening make next tap waterproof,Positive,Positive,Positive
these things cool with new muti room music options i can have same song playing in each room not mention intercom great item,Positive,Positive,Positive
small enough carry every where when he using it you can hear pin drop,Positive,Positive,Positive
it all my grandson wanted didnt have search everywhere find it,Positive,Positive,Positive
i have really enjoyed learning about product its many uses i thought initially music now get weather updates news receipies sports scores ordering kitchen supplies,Positive,Positive,Positive
easy set up plus screen very clear easy view,Positive,Positive,Positive
already had when these when bb had big sale price i couldnt order it fast enough i can see my nest cameras another product make video calls other show owners voice calls anyone else except whole host skills being added almost daily my only regret not replacing my remaining echo dots when they on sale i wont make mistake on next big salei also received other home assistants included as free bonuses for buying couple other things i thought it only fair compare two disregarging video aspects show amazons shows dots echos like comparing lambourgini vw bug setting up these things like expression i heard as kid easier than fallin log not near as dangerous,Positive,Positive,Positive
tablet works will with amazon video on our smart tvs as well as firesticks,Positive,Positive,Positive
works like dreamuse it dailyphone feature really coollike it,Positive,Positive,Positive
bought one replace smaller non hd version lot faster picture noticeably better would recommend for anyone not wanting spend extra so on big names,Positive,Positive,Positive
absolutely love kindle kids edition easy use great apps love it comes with year warranty must have for my kids,Positive,Positive,Positive
not sure why it kept freezing ended up having return it very disappointing,Positive,Positive,Positive
what i expected better then budget tablet ata good price bought for integration with alexa it works well more info about your alexa request will show up automatically on tablet,Positive,Positive,Positive
i am enjoying my kindle very much easy down load books easy read very happy with my purchase,Positive,Positive,Positive
my kid loves it one his favorite christmas presents,Positive,Positive,Positive
i got for friends son only problem with it he wont put it down lol,Positive,Positive,Positive
i previously owned nucleus device which similar device not great device had lot bugs did not do much so i returned it device masterpiece not only it tied into alexa echo universe it can be used as intercom throughout your house with other echos also can be used view things even call people have echo directly it amazing piece hardware amazon should be proud themselves for developing such beautiful device,Positive,Positive,Positive
ordered for my daughter replace older version she loves it larger screen colored case big plus,Positive,Positive,Positive
best electronic i purchased for myself year great price too,Positive,Positive,Positive
i love its great for kids got it for early christmas gift for friends son he loves it,Positive,Positive,Positive
wife love it reads lot her go reader,Positive,Positive,Positive
not upgrade by any means my three year old kindle outperformed oasisbattery life better than week with lights on lowest setting magnetic connector poorly designed grows weak two pieces keep up with unsnaps constantly amazon customer services promises it will resolved in update,Positive,Positive,Positive
overall it good tablet i am not fan limitations silk browser amazon app store,Positive,Positive,Neutral
easy handle light weight i like it automatically shuts off when cover closed,Positive,Positive,Positive
convenient easy use grand kids all have one too,Positive,Positive,Positive
requires too many components cameras etc stick with basics in my opinion,Positive,Positive,Positive
love choice colors have two kindles my own purchased for gift,Positive,Positive,Positive
item perfect for online reading internet browsing only con amazon doesnt have some apps google play has,Positive,Positive,Positive
my children love these kindles they so much better then st ones we had price better as well,Positive,Positive,Positive
we have always been nexus tablet desciples in fact have bought them for self family members one for granddaughter replace nexus had gotten slowthis one works betterfaster than nexus its fasteasy use perfect tablet for child teenagerand cant beat pricevery pleased with purchase,Positive,Positive,Positive
echo show not only plays your music it puts up lyrics read from,Positive,Positive,Positive
i upgraded have more memory great little tablet works great does everything i need it do,Positive,Positive,Positive
christmas gift for my son my husband cant wait hook it up,Positive,Positive,Positive
it takes forever download apps im returning it will be getting something else,Positive,Positive,Positive
great tablet for my teen she loves it price cant be beat,Positive,Positive,Positive
i got it for me my brother for christmas great gift great price very functional,Positive,Positive,Positive
got tablet for my year old son he can not put it down it so much do so many learning games i love product,Positive,Positive,Positive
kindle fire hd sweet tablet for reading apps like netflix hulu,Positive,Positive,Positive
i purchased for my father in law it works perfect for him good product for price,Positive,Positive,Positive
nice device good enable drop in conversations some flash briefings overall still little limited in effective use video,Positive,Positive,Positive
works great i bought for kitchen for master bath,Positive,Positive,Positive
i bought it as gift for my parents they absolutely love it,Positive,Positive,Positive
i love hear readers i had replace mine because i destroyed last it awesome,Positive,Positive,Positive
i bought for my daughter its little limited in what it can do she loves it shes little too young understand games she loves watching cartoons on it,Positive,Positive,Positive
i bought for my wife she loves how easy it use small enough take on trips,Positive,Positive,Positive
i resistant putting down my real books begin using kindle im so glad i did its so convenient shop instantly download book plus no more storing hundreds on books in my house,Positive,Positive,Positive
amazon fire tablets nice tablets theyre especially great for streaming tv movies since its kindle its great for books too it little odd with internet browser still little limited in app store overall great little tablet,Positive,Positive,Positive
my daughter absolutely love her tablet i love it for her its very kids friendly,Positive,Positive,Positive
it works well sounds decent hub portion not as easy use as samsung,Positive,Positive,Positive
tablet works well silicon pumper cover great for gripping,Positive,Positive,Positive
it freezes lot lots problems getting games cooperate overall my son loves it,Positive,Positive,Positive
my wife i love amazon echo plus its very easy control hue lights in house we have set up i would recommend anybody we love it we also play lot music on it,Positive,Positive,Positive
my second one must have one these at all times,Positive,Positive,Positive
great speaker able move around connect ipad when watching movies love it,Positive,Positive,Positive
replaced my hd fire because broke screed very pleased with large screen,Positive,Positive,Positive
i purchased two these for my kids ages forget ipod touch for price tablet cant be beat they can download games books movies for free all included with my amazon prime membership awesome,Positive,Positive,Positive
i bought tablet for its inexpensive price quality its meant be portal be able purchase more products from amazon services it really highquality product,Positive,Positive,Positive
i got tablet for my mother cousins its been very speedy my surprise not as fast as high end tablet no lag very nice p display with good build quality would definitely recommend if your looking for affordable tablet,Positive,Positive,Positive
great buy after owning original kindle fire its very versatile shows progress made from original you cant lose pair it with amazon prime,Positive,Positive,Positive
nice easytouse tablet we just got it so far so good,Positive,Positive,Positive
my wife purchased for my daughter great for learning read,Positive,Positive,Positive
i love amazon products easy use install i recommend them very good sound above all price,Positive,Positive,Positive
its perfect tablet for kid watch cartoons play games protection awesome,Positive,Positive,Positive
i didnt think i would like echo show especially at price point i tried it love it if i could afford it if they would add audio port i would replace my current alexas with echo shows,Positive,Positive,Positive
great occupy your child on long road trip just when you need break from entertaining little one works great they can damage mess up their own toys without using your cell phone other adult device,Positive,Positive,Positive
i got first version for my sister she hasnt been able put it down on over year then i got her one forget about it great new features she loves loves loves it,Positive,Positive,Positive
we bought three including one for my year old we all love it only complaint volume there one speaker so sound obviously lower than most other tablets with two speakers it doesnt bother us too much thats why we give it stars overall great tablet,Positive,Positive,Positive
bought for gift for some one whos old tablet wont work just right size play games on,Positive,Positive,Positive
tablet with added protective case has so far held up better than other tablets i have tried parental controls great i can also add educational apps i want,Positive,Positive,Positive
my son loves his kindle fire tablet it perfect,Positive,Positive,Positive
i enjoy alexa she reminds me appointment alerts me when my packages arrive,Positive,Positive,Positive
we have sonos speakers honeywell lyric thermostat it took little searching on google get things linked now they linked we can play music in any room change our home temperature by using alexa,Positive,Positive,Positive
alexa show purchased replace another much older device while show good device it lacking in some aspects i had in older device im not sure if im missing it in show i able get internet cameras on older device such as san diego zoo elephants you cant get on show while certainly not deal breaker it fun watch setup pretty straight forward easy it good aspect we can talk device it knows what we want certain extent it very literal at times you have make sure you have exact code words you get something other than what you want such as play start open i use it as alarm clock it quite easy set up same time for my week it would be little more difficult if you have work one weekend day week then more other combination you would have set up several different alarms one for each day as far as i can see some alarm sound choices bit alarming i dont really want be terrified awake each day i found one mellow at moderate sound level works well it would be nice be able add your own alarm sounds so you could have it customized what youd like i dont see yet anywhere another thing about alarm if you try dismiss it touch screen wrong way it puts alarm into snooze mode instead turning it off if you tell it dismiss alarm it works fine there times id rather not say anything at time day just dismiss it with swipe which possible very sensitive if you miss here comes snooze just little things may get fixed in future with enough feedback from customers some may not effect people as much as some people who have more impact with particular anomaly i am thinking getting thermostat hooks it so i can monitor change heat cooling in future at time hoping works well when it arrivesit will be nice raise temp degree in cold winter without having get out warmth bed all in all id say its good emerging technology needs little work considering type thing science fiction not too long ago its kind where heading,Positive,Positive,Positive
kinda bummed didnt realize i bought package didnt get my extra phillips hue bulb i love echo plus with hub great product just annoyed sales guy at best buy didnt make sure i knew i also got free bulb with my purchase,Positive,Positive,Positive
i saw product used by friends so impressed i bought one for my husband for christmas,Positive,Positive,Positive
it very convenient it small it work awesome can put in my purse,Positive,Positive,Positive
purchased for my older grandson age for christmas as i stated in another review it has had games downloaded on it will be ready use when it opened by him,Positive,Positive,Positive
nice size screenlike feachers included storage very goodexcellent color clarity,Positive,Positive,Positive
love using kindle look up real estate sales play mind games take pictures love bigger screen great resolution sound also far superior my older model lindle,Positive,Positive,Positive
nice little tablet for me since i dont do lot on tablet its great size it took little getting use working with am little more comfortable with it now,Positive,Positive,Positive
my son loves it its very easy use,Positive,Positive,Positive
its alright browse internet watch videos,Positive,Positive,Neutral
i purchase tablet for my daughters birthday she absolutely loves it i am very pleased shes not able get online get on youtube watch crazy videos which she previously did with other tablets we have you actually get pick games books put on it you manage everything from parent account it locked with your personal password kids cant get into it i would say only downfall you cannot download anything from google play store since it amazon tablet,Positive,Positive,Positive
amount i paid for tablet worth it on sale,Positive,Positive,Positive
we returned it could not give answers our questions even though answers easily found on google,Positive,Positive,Positive
im not techie after days trying hook up i gave up i dont know if it echo plus my carrier att uverse causing issue it would not connect so back store it went even with checking out blogs on internet for assistancenone it worked,Positive,Positive,Neutral
perfect size for reading watching movies carrying on plane,Positive,Positive,Positive
couldnt recommend more for kids price features awesome along with parental controls,Positive,Positive,Positive
amazon keeps getting better tablet now has option move icons set wallpaper more with added sd card option even better,Positive,Positive,Positive
bought if for my year old son has plenty space long battery life its durable hasnt broke when dropped im going buy case though,Positive,Positive,Positive
seems lot better does not have open cover feature which i miss still getting used differences trying get my thing back on i had on old,Positive,Positive,Positive
using kindle read books stream videos very easy enjoyable,Positive,Positive,Positive
works very well cheaper than ipad works great for apps video,Positive,Positive,Positive
my fire compact easy use mainly used read online books at lunch time battery lasts much longer than previous tablet i had charges much quicker very happy with my fire,Positive,Positive,Positive
best assistant from amazon with completion screen you can also see images from cameras other devicessimply awesome,Positive,Positive,Positive
best product for money east use great color great features easy set up battery life great,Positive,Positive,Positive
good small tablet for all purposes for reading playing games,Positive,Positive,Positive
bought for my year old he loves it its very simple add perfect parental controls,Positive,Positive,Positive
through all my research best value for what i looking for in ereader with additional options i not sure i would use not turns i do because ease usage,Positive,Positive,Positive
i bought for my mom she enjoys checking her email facebook she enjoys playing games most all,Positive,Positive,Positive
amazon echo show so much fun i got it for my husband for christmas its absolutely more gift for myself we also got hue lights have set it up our routines show so much fun we listen news in morning while making coffee it wakes us up with slowly with hue lights we listen music while cooking dinner cant recommend it more because purchase i am also buying spot we love camera feature where you can drop in so we will continue buying these rather than security cameras for inside at least where we just want say hello see our dog,Positive,Positive,Positive
we use alexa for so many things we use it for shopping list music lights on off even trivia games,Positive,Positive,Positive
i love my echo show elexa so helpfull she answers just about every question i have,Positive,Positive,Positive
best device i have found for my ebooks i know it can be used for lot more it my library in my hand,Positive,Positive,Positive
we love alexa love being able watch news briefings seeing lyrics songs so much more its in our kitchen we use it everyday,Positive,Positive,Positive
speaker pretty loud i love i can take with me only downside you have hold home button use alexa,Positive,Positive,Positive
bought these for my yr old it said it came with gb storage actual storage little less cant remember exactly how much probably around gb with other necessary programs come already preinstalled they mainly use it for games have downloaded many games on them there room for external storage it also has front rear camera love product comes in different color as well i got blue,Positive,Positive,Negative
told by sales person i could come back in week with receipt get off black friday price customer service lady said they dont do i misled item itself okay,Positive,Positive,Positive
i purchased as gift for my mother her first tablet she loves it easy for her navigate,Positive,Positive,Positive
